Marcelo;70;Fácil;03/05/2025 16:03
Marcelo;35;Fácil;03/05/2025 16:08
Marcelo;35;Fácil;03/05/2025 16:08
Marcelo;35;Fácil;03/05/2025 16:08
Marcelo;35;Fácil;03/05/2025 16:08
Marcelo;35;Fácil;03/05/2025 16:08
Marcelo;35;Fácil;03/05/2025 16:08
Marcelo;35;Fácil;03/05/2025 16:08
Marcelo;35;Fácil;03/05/2025 16:08
Marcelo;35;Fácil;03/05/2025 16:10
Marcelo;35;Fácil;03/05/2025 16:10
Marcelo;35;Fácil;03/05/2025 16:10
Marcelo;35;Fácil;03/05/2025 16:10
Marcelo;35;Fácil;03/05/2025 16:10
Marcelo;35;Fácil;03/05/2025 16:10
Marcelo;35;Fácil;03/05/2025 16:10
Zozo;115;Médio;03/05/2025 16:13
Marcelo;50;Fácil;03/05/2025 16:17
Marcelo;50;Fácil;03/05/2025 16:17
Marcelo;50;Fácil;03/05/2025 16:17
Marcelo;50;Fácil;03/05/2025 16:17
Marcelo;50;Fácil;03/05/2025 16:17
Marcelo;50;Fácil;03/05/2025 16:17
Marcelo;50;Fácil;03/05/2025 16:17
z;0;Fácil;03/05/2025 16:19
z;0;Fácil;03/05/2025 16:19
z;0;Fácil;03/05/2025 16:19
z;0;Fácil;03/05/2025 16:19
z;0;Fácil;03/05/2025 16:19
d;0;Fácil;03/05/2025 16:20
d;0;Fácil;03/05/2025 16:20
s;0;Fácil;03/05/2025 16:21
d;0;Fácil;03/05/2025 16:22
z;0;Fácil;03/05/2025 16:32
guga;0;Fácil;03/05/2025 16:34
dda;5;Fácil;03/05/2025 16:37
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
Marceloo;0;Fácil;03/05/2025 16:39
